id,imdb_id,title,original_title,release_date,popularity,vote_average,vote_count,genre_ids,original_language,budget,revenue,runtime,production_companies,director,cast
122,tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,2003-12-17,48.5722,8.506,27354,"[12, 14, 28]",en,94000000,1118888979,201,"New Line Cinema, WingNut Films, The Saul Zaentz Company",Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Andy Serkis"
12,tt0266543,Finding Nemo,Finding Nemo,2003-05-30,37.6513,7.821,20977,"[16, 10751, 12]",en,94000000,940335536,100,Pixar,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Geoffrey Rush"
22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,35.1544,7.834,22766,"[12, 14, 28]",en,140000000,655011224,143,"Walt Disney Pictures, Jerry Bruckheimer Films",Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport"
10588,tt0312528,The Cat in the Hat,The Cat in the Hat,2003-11-21,33.1562,5.366,1876,"[14, 12, 10751, 35]",en,109000000,133800000,82,"Universal Pictures, DreamWorks Pictures, Imagine Entertainment, Brian Grazer Productions",Bo Welch,"Mike Myers, Dakota Fanning, Spencer Breslin, Kelly Preston, Alec Baldwin"
24,tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,2003-10-10,27.6148,7.97,19406,"[28, 80]",en,30000000,180906076,111,"Miramax, A Band Apart, Super Cool ManChu",Quentin Tarantino,"Uma Thurman, Lucy Liu, Vivica A. Fox, Daryl Hannah, David Carradine"
616,tt0325710,The Last Samurai,The Last Samurai,2003-12-05,24.0217,7.611,7767,"[18, 28, 10752]",en,140000000,456800000,154,"Radar Pictures, Bedford Falls Productions, Cruise/Wagner Productions, Warner Bros. Pictures",Edward Zwick,"Tom Cruise, Ken Watanabe, Timothy Spall, Tony Goldwyn, Hiroyuki Sanada"
604,tt0234215,The Matrix Reloaded,The Matrix Reloaded,2003-05-15,21.7389,7.085,12306,"[12, 28, 53, 878]",en,150000000,738599701,138,"Village Roadshow Pictures, Silver Pictures, NPV Entertainment","Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith"
670,tt0364569,Oldboy,올드보이,2003-11-21,18.6544,8.234,10201,"[53, 9648]",ko,3000000,17500000,120,"Show East, Egg Film, Cineclick Asia",Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Kim Byeong-ok, Ji Dae-han"
387732,tt3230852,Mujeres infieles 2,Mujeres infieles 2,2003-03-14,18.538,6.182,33,[18],es,0,0,109,Genesis Films,Adolfo Martínez Solares,"Ninel Conde, Gabriela Olmedo, Fernanda Reto, Alejandro Camacho, Luis Felipe Tovar"
11423,tt0353969,Memories of Murder,살인의 추억,2003-04-25,17.725,8.061,4809,"[80, 18, 53]",ko,2800000,26000000,131,"CJ Entertainment, Muhan Investment, Sidus",Bong Joon Ho,"Song Kang-ho, Kim Sang-kyung, Kim Roi-ha, Song Jae-ho, Byun Hee-bong"
