id,imdb_id,title,original_title,release_date,popularity,vote_average,vote_count,genre_ids,original_language,budget,revenue,runtime,production_companies,director,cast
76341,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,2015-05-13,66.9116,7.638,24613,"[28, 12, 878]",en,150000000,378858340,121,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, RatPac Entertainment",George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Josh Helman"
99861,tt2395427,Avengers: Age of Ultron,Avengers: Age of Ultron,2015-04-22,36.6366,7.278,25029,"[28, 12, 878]",en,235000000,1405403694,141,Marvel Studios,Joss Whedon,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans, Scarlett Johansson"
150540,tt2096673,Inside Out,Inside Out,2015-06-17,29.9232,7.906,23887,"[16, 10751, 12, 18, 35]",en,175000000,857611174,95,Pixar,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black"
105864,tt1979388,The Good Dinosaur,The Good Dinosaur,2015-11-14,31.4479,6.752,6153,"[12, 16, 10751]",en,175000000,332207671,93,Pixar,Peter Sohn,"Raymond Ochoa, Frances McDormand, Jeffrey Wright, Steve Zahn, Sam Elliott"
270303,tt3235888,It Follows,It Follows,2015-02-04,29.6947,6.583,7143,"[27, 9648]",en,2300000,23374076,101,"Two Flints, Northern Lights Films, Animal Kingdom",David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi"
214756,tt2637276,Ted 2,Ted 2,2015-06-25,31.8506,6.327,8166,"[35, 14]",en,68000000,215863606,115,"Smart Entertainment, Universal Pictures, Fuzzy Door Productions, Bluegrass Films, MRC",Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth, Giovanni Ribisi"
286217,tt3659388,The Martian,The Martian,2015-09-30,28.5766,7.708,21812,"[878, 18, 12]",en,108000000,631058917,141,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions",Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña"
207703,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2015-01-24,27.8949,7.617,18151,"[80, 35, 28]",en,81000000,414351546,129,"20th Century Fox, Marv, Cloudy Productions, TSG Entertainment",Matthew Vaughn,"Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong, Sophie Cookson"
87101,tt1340138,Terminator Genisys,Terminator Genisys,2015-06-23,24.1694,5.959,9169,"[878, 28, 53]",en,155000000,440603537,126,"Paramount Pictures, Skydance Media",Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney, J.K. Simmons"
281957,tt1663202,The Revenant,The Revenant,2015-12-25,24.1626,7.541,19699,"[37, 18, 12]",en,135000000,532950503,157,"Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment",Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck"
273248,tt3460252,The Hateful Eight,The Hateful Eight,2015-12-25,23.4795,7.756,15604,"[18, 9648, 37]",en,44000000,155760117,188,"The Weinstein Company, Double Feature Films, FilmColony",Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, Demián Bichir"
102899,tt0478970,Ant-Man,Ant-Man,2015-07-14,23.085,7.067,21242,"[878, 12, 28]",en,130000000,519311965,117,Marvel Studios,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale"
216015,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,24.2321,5.858,12548,"[18, 10749, 53]",en,40000000,569651467,125,"Universal Pictures, Focus Features, Michael De Luca Productions, Trigger Street Productions",Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk"
135397,tt0369610,Jurassic World,Jurassic World,2015-06-06,22.3506,6.702,21906,"[12, 878, 53]",en,150000000,1671537444,124,"Amblin Entertainment, Universal Pictures, Legendary Pictures",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Ty Simpkins"
280092,tt3195644,Insidious: Chapter 3,Insidious: Chapter 3,2015-05-28,22.2125,6.3,3763,"[27, 53]",en,10000000,120453155,97,"Blumhouse Productions, Entertainment One",Leigh Whannell,"Stefanie Scott, Lin Shaye, Dermot Mulroney, Leigh Whannell, Angus Sampson"
140607,tt2488496,Star Wars: The Force Awakens,Star Wars: The Force Awakens,2015-12-15,21.2333,7.2,20909,"[12, 28, 878]",en,245000000,2068223624,136,"Lucasfilm Ltd., Bad Robot",J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver, Carrie Fisher"
318846,tt1596363,The Big Short,The Big Short,2015-12-11,22.1478,7.372,10084,"[35, 18]",en,28000000,133346506,131,"Paramount Pictures, Regency Enterprises, Plan B Entertainment",Adam McKay,"Steve Carell, Christian Bale, Ryan Gosling, Brad Pitt, Marisa Tomei"
177677,tt2381249,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,2015-07-28,22.2229,7.226,9939,"[28, 12]",en,150000000,682716636,131,"Paramount Pictures, Bad Robot, Odin, Skydance Media, China Movie Channel, Alibaba Pictures Group",Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson, Ving Rhames"
131634,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015-11-18,19.6752,6.897,13583,"[28, 12, 878]",en,160000000,653428261,137,"Lionsgate, Color Force, Studio Babelsberg",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks"
257344,tt2120120,Pixels,Pixels,2015-07-16,18.6742,5.789,8199,"[28, 35, 878, 12, 14]",en,88000000,244874809,106,"Columbia Pictures, Happy Madison Productions, 1492 Pictures, LStar Capital, Film Croppers Entertainment, China Film Group Corporation",Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage, Josh Gad"
273481,tt3397884,Sicario,Sicario,2015-09-17,19.8252,7.429,9865,"[28, 80, 53]",en,30000000,84997446,122,"Lionsgate, Black Label Media, Thunder Road",Denis Villeneuve,"Emily Blunt, Benicio del Toro, Josh Brolin, Victor Garber, Jon Bernthal"
254128,tt2126355,San Andreas,San Andreas,2015-05-27,18.6817,6.251,9201,"[28, 18, 53]",en,110000000,473990832,114,"New Line Cinema, Village Roadshow Pictures, Flynn Picture Company, Warner Bros. Pictures",Brad Peyton,"Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi"
358962,tt4901756,Queen of Spades: The Dark Rite,Пиковая дама: Черный обряд,2015-09-10,14.1813,5.315,92,[27],ru,1000000,2228115,94,"Volga Film, Enjoy Movies, Ultrafilm, Cinema Foundation of Russia",Svyatoslav Podgaevsky,"Alina Babak, Valeriya Dmitrieva, Igor Khripunov, Evgeniya Loza, Sergey Pokhodaev"
168259,tt2820852,Furious 7,Furious 7,2015-04-01,18.7311,7.213,11488,"[28, 80, 53]",en,190000000,1515400000,138,"Original Film, One Race, Universal Pictures",James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez, Tyrese Gibson"
