id,imdb_id,title,original_title,release_date,popularity,vote_average,vote_count,genre_ids,original_language,budget,revenue,runtime,production_companies,director,cast
414906,tt1877830,The Batman,The Batman,2022-03-01,46.5481,7.7,12516,"[80, 9648, 53]",en,185000000,772775278,177,"6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures",Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano"
76600,tt1630029,Avatar: The Way of Water,Avatar: The Way of Water,2022-12-14,39.0095,7.584,14627,"[28, 12, 878]",en,460000000,2334484620,192,"20th Century Studios, Lightstorm Entertainment, TSG Entertainment",James Cameron,"Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet"
361743,tt1745960,Top Gun: Maverick,Top Gun: Maverick,2022-05-21,37.6978,8.158,11550,"[28, 18]",en,170000000,1488732821,131,"Skydance Media, Don Simpson/Jerry Bruckheimer Films, Paramount Pictures",Joseph Kosinski,"Tom Cruise, Miles Teller, Jennifer Connelly, Bashir Salahuddin, Jon Hamm"
505642,tt9114286,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,2022-11-09,30.8426,6.993,7776,"[28, 12, 878]",en,250000000,859102154,162,Marvel Studios,Ryan Coogler,"Letitia Wright, Tenoch Huerta Mejía, Lupita Nyong'o, Danai Gurira, Winston Duke"
453395,tt9419884,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,2022-05-04,30.1498,7.226,10836,"[14, 28, 12]",en,295400000,955775804,126,"Marvel Studios, Kevin Feige Productions",Sam Raimi,"Benedict Cumberbatch, Xochitl Gomez, Elizabeth Olsen, Chiwetel Ejiofor, Benedict Wong"
315162,tt3915174,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022-12-07,29.6585,8.218,9223,"[16, 12, 14, 35, 10751]",en,90000000,484700000,103,DreamWorks Animation,Joel Crawford,"Antonio Banderas, Salma Hayek Pinault, Harvey Guillén, Wagner Moura, Florence Pugh"
985939,tt15325794,Fall,Fall,2022-08-11,29.5766,7.141,4872,[53],en,3000000,17363261,107,"Tea Shop Productions, Capstone Pictures, Eagle Films",Scott Mann,"Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan, Jasper Cole"
616037,tt10648342,Thor: Love and Thunder,Thor: Love and Thunder,2022-07-06,26.1543,6.359,8947,"[14, 28, 35]",en,250000000,760928081,119,"Marvel Studios, Kevin Feige Productions",Taika Waititi,"Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi"
436270,tt6443346,Black Adam,Black Adam,2022-10-19,25.7082,6.767,7251,"[28, 12, 878]",en,200000000,393452111,125,"New Line Cinema, Flynn Picture Company, DC Films, Seven Bucks Productions, Warner Bros. Pictures",Jaume Collet-Serra,"Dwayne Johnson, Aldis Hodge, Noah Centineo, Sarah Shahi, Quintessa Swindell"
545611,tt6710474,Everything Everywhere All at Once,Everything Everywhere All at Once,2022-03-24,24.8151,7.71,8401,"[28, 12, 878]",en,25000000,139200000,140,"IAC Films, AGBO, Ley Line Entertainment, Year of the Rat, A24","Daniel Scheinert, Daniel Kwan","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis"
