id,imdb_id,title,original_title,release_date,popularity,vote_average,vote_count,genre_ids,original_language,budget,revenue,runtime,production_companies,director,cast
31649,tt0095474,Vampire Princess Miyu,吸血姫美夕,1988-07-21,38.9755,6.786,14,"[14, 16, 27]",ja,0,0,100,Pony Canyon,Toshiki Hirano,"Naoko Watanabe, Masato Kubota, Kaneto Shiozawa, Katsumi Toriumi, Mayumi Shou"
405746,tt0223150,Door,DOOR,1988-05-14,27.5678,6.063,32,"[27, 9648, 53]",ja,0,0,94,"Directors Company, Agent 21, Takahashi Productions",Banmei Takahashi,"Keiko Takahashi, Daijiro Tsutsumi, Shirō Shimomoto, Takuto Yonezu, Masao Ishida"
562,tt0095016,Die Hard,Die Hard,1988-07-15,24.717,7.817,12635,"[28, 53]",en,28000000,140767956,132,"Gordon Company, Silver Pictures, 20th Century Fox",John McTiernan,"Bruce Willis, Alan Rickman, Alexander Godunov, Bonnie Bedelia, Reginald VelJohnson"
8392,tt0096283,My Neighbor Totoro,となりのトトロ,1988-04-16,23.9295,8.067,9080,"[14, 16, 10751]",ja,3700000,41000000,86,"Studio Ghibli, Tokuma Shoten",Hayao Miyazaki,"Noriko Hidaka, Chika Sakamoto, Hitoshi Takagi, Shigesato Itoi, Sumi Shimamoto"
149,tt0094625,Akira,AKIRA,1988-06-10,20.7286,7.9,4992,"[16, 878, 28]",ja,5700000,56725538,124,"MBS, Sumitomo Corporation, TOHO, Kodansha, Tokyo Movie Shinsha, Bandai, Hakuhodo, LaserDisc Corporation",Katsuhiro Otomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Taro Ishida, Mizuho Suzuki"
137051,tt0095602,Midnight Matinee,Midnight Matinee,1988-10-12,17.6469,5.4,7,"[27, 9648, 53, 10770]",en,0,0,91,"British Columbia Film, D Slayer Productions, The Image Organization, Malofilm Communications Inc.",Richard Martin,"Ron White, Gillian Barber, Jeff Schultz, Beatrice Boepple, Timothy Webber"
11216,tt0095765,Cinema Paradiso,Nuovo Cinema Paradiso,1988-11-17,15.1594,8.433,4974,"[18, 10749]",it,5000000,35962062,124,"Cristaldifilm, Les Films Ariane, Rai 3, TF1 Films Production, Forum Picture",Giuseppe Tornatore,"Philippe Noiret, Jacques Perrin, Marco Leonardi, Salvatore Cascio, Agnese Nano"
37136,tt0095705,The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!,1988-12-02,14.7101,7.281,4667,"[35, 80]",en,12000000,152356177,86,Paramount Pictures,David Zucker,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O. J. Simpson"
9602,tt0094898,Coming to America,Coming to America,1988-06-29,14.6414,6.885,4875,"[35, 10749]",en,30000000,288752301,117,"Eddie Murphy Productions, Paramount Pictures",John Landis,"Eddie Murphy, Arsenio Hall, Shari Headley, John Amos, James Earl Jones"
10585,tt0094862,Child's Play,Child's Play,1988-11-09,13.7478,6.8,3468,[27],en,9000000,44196684,87,"United Artists, David Kirschner Productions",Tom Holland,"Alex Vincent, Catherine Hicks, Brad Dourif, Chris Sarandon, Dinah Manoff"
9493,tt0096320,Twins,Twins,1988-12-09,13.6881,6.056,2612,[35],en,15000000,216614388,107,Universal Pictures,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb, Bonnie Bartlett"
4011,tt0094721,Beetlejuice,Beetlejuice,1988-03-30,13.4946,7.368,8674,"[14, 35]",en,15000000,84554197,92,"Geffen Pictures, Warner Bros. Pictures",Tim Burton,"Alec Baldwin, Geena Davis, Winona Ryder, Catherine O'Hara, Jeffrey Jones"
856,tt0096438,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988-06-22,13.0766,7.542,6347,"[14, 16, 35, 80]",en,50600000,351500000,104,"Amblin Entertainment, Silver Screen Partners III, Touchstone Pictures",Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer, Kathleen Turner"
380,tt0095953,Rain Man,Rain Man,1988-12-12,12.7866,7.749,7321,[18],en,25000000,354825435,134,"United Artists, Star Partners II, The Guber-Peters Company",Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock"
1370,tt0095956,Rambo III,Rambo III,1988-05-24,12.3837,6.211,3586,"[28, 12, 53, 10752]",en,63000000,189015611,102,Carolco Pictures,Peter MacDonald,"Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith, Spiros Focás"
